,artist,album,track_title,track_n,lyric,line,year,keywords,sadness,joy,fear,disgust,anger
1193,Taylor Swift,Speak Now,Sparks Fly,2,'Cause I see sparks fly whenever you smile,14,2010,sparks fly,0.034539999999999994,0.8529370000000001,0.027884,0.009000000000000001,0.06415599999999999
1194,Taylor Swift,Speak Now,Sparks Fly,2,"Get me with those green eyes, baby, as the lights go down",15,2010,green eyes,0.105854,0.578825,0.156685,0.159075,0.038494
1195,Taylor Swift,Speak Now,Sparks Fly,2,Give me something that'll haunt me when you're not around,16,2010,,0.14277,0.111006,0.509466,0.047369,0.132741
1196,Taylor Swift,Speak Now,Sparks Fly,2,'Cause I see sparks fly whenever you smile,17,2010,sparks fly,0.034539999999999994,0.8529370000000001,0.027884,0.009000000000000001,0.06415599999999999
1197,Taylor Swift,Speak Now,Sparks Fly,2,My mind forgets to remind me,18,2010,mind,0.485467,0.317188,0.160615,0.086365,0.03853
1198,Taylor Swift,Speak Now,Sparks Fly,2,You're a bad idea,19,2010,bad idea,0.575538,0.018965,0.195148,0.214999,0.227337
1199,Taylor Swift,Speak Now,Sparks Fly,2,You touch me once and it's really something,20,2010,,0.093895,0.39067,0.17410499999999998,0.168265,0.18453
1200,Taylor Swift,Speak Now,Sparks Fly,2,You find I'm even better than you imagined I would be,21,2010,,0.169899,0.556046,0.193527,0.050321,0.039113
1201,Taylor Swift,Speak Now,Sparks Fly,2,I'm on my guard for the rest of the world,22,2010,rest of the world,0.577984,0.197932,0.095958,0.086842,0.12464
1202,Taylor Swift,Speak Now,Sparks Fly,2,But with you I know it's no good,23,2010,,0.060294000000000014,0.229519,0.053153999999999986,0.043045,0.039926
1203,Taylor Swift,Speak Now,Sparks Fly,2,And I could wait patiently but I really wish you would,24,2010,,0.540065,0.06250800000000001,0.4388220000000001,0.05483300000000002,0.176282
1204,Taylor Swift,Speak Now,Sparks Fly,2,Drop everything now,25,2010,Drop,0.614436,0.077247,0.185488,0.048419,0.179373
1205,Taylor Swift,Speak Now,Sparks Fly,2,Meet me in the pouring rain,26,2010,pouring rain,0.28902,0.107343,0.28262600000000004,0.083663,0.199503
1206,Taylor Swift,Speak Now,Sparks Fly,2,Kiss me on the sidewalk,27,2010,sidewalk,0.040353,0.683871,0.032985,0.117795,0.037799
1207,Taylor Swift,Speak Now,Sparks Fly,2,Take away the pain,28,2010,pain,0.8747219999999999,0.010906,0.181766,0.045468,0.105303
1208,Taylor Swift,Speak Now,Sparks Fly,2,'Cause I see sparks fly whenever you smile,29,2010,sparks fly,0.034539999999999994,0.8529370000000001,0.027884,0.009000000000000001,0.06415599999999999
1209,Taylor Swift,Speak Now,Sparks Fly,2,"Get me with those green eyes, baby, as the lights go down",30,2010,green eyes,0.105854,0.578825,0.156685,0.159075,0.038494
1210,Taylor Swift,Speak Now,Sparks Fly,2,Give me something that'll haunt me when you're not around,31,2010,,0.14277,0.111006,0.509466,0.047369,0.132741
1211,Taylor Swift,Speak Now,Sparks Fly,2,'Cause I see sparks fly whenever you smile,32,2010,sparks fly,0.034539999999999994,0.8529370000000001,0.027884,0.009000000000000001,0.06415599999999999
1212,Taylor Swift,Speak Now,Sparks Fly,2,I run my fingers through your hair and watch the lights go wild,33,2010,fingers,0.100243,0.524676,0.274366,0.174762,0.040047
1213,Taylor Swift,Speak Now,Sparks Fly,2,"Just keep on keeping your eyes on me, it's just wrong enough to make it feel right",34,2010,eyes,0.489242,0.112808,0.247124,0.140276,0.141556
1214,Taylor Swift,Speak Now,Sparks Fly,2,And lead me up the staircase,35,2010,staircase,0.16046300000000002,0.056645000000000015,0.236379,0.080792,0.088834
1215,Taylor Swift,Speak Now,Sparks Fly,2,Won't you whisper soft and slow?,36,2010,,0.5659770000000001,0.018197,0.16936199999999998,0.074209,0.276437
1216,Taylor Swift,Speak Now,Sparks Fly,2,"I'm captivated by you, baby, like a firework show",37,2010,firework show,0.05749600000000001,0.673303,0.058038,0.132215,0.112349
1217,Taylor Swift,Speak Now,Sparks Fly,2,Drop everything now,38,2010,Drop,0.614436,0.077247,0.185488,0.048419,0.179373
1218,Taylor Swift,Speak Now,Sparks Fly,2,Meet me in the pouring rain,39,2010,pouring rain,0.28902,0.107343,0.28262600000000004,0.083663,0.199503
1219,Taylor Swift,Speak Now,Sparks Fly,2,Kiss me on the sidewalk,40,2010,sidewalk,0.040353,0.683871,0.032985,0.117795,0.037799
1220,Taylor Swift,Speak Now,Sparks Fly,2,Take away the pain,41,2010,pain,0.8747219999999999,0.010906,0.181766,0.045468,0.105303
1221,Taylor Swift,Speak Now,Sparks Fly,2,'Cause I see sparks fly whenever you smile,42,2010,sparks fly,0.034539999999999994,0.8529370000000001,0.027884,0.009000000000000001,0.06415599999999999
1222,Taylor Swift,Speak Now,Sparks Fly,2,"Get me with those green eyes, baby, as the lights go down",43,2010,green eyes,0.105854,0.578825,0.156685,0.159075,0.038494
1223,Taylor Swift,Speak Now,Sparks Fly,2,Give me something that'll haunt me when you're not around,44,2010,,0.14277,0.111006,0.509466,0.047369,0.132741
1224,Taylor Swift,Speak Now,Sparks Fly,2,'Cause I see sparks fly whenever you smile,45,2010,sparks fly,0.034539999999999994,0.8529370000000001,0.027884,0.009000000000000001,0.06415599999999999
1225,Taylor Swift,Speak Now,Sparks Fly,2,And the sparks fly,46,2010,sparks fly,0.11099,0.176656,0.181694,0.151007,0.111047
1226,Taylor Swift,Speak Now,Sparks Fly,2,"Oh, baby, smile",47,2010,baby,0.014221,0.932988,0.019841,0.010476,0.01088
1227,Taylor Swift,Speak Now,Sparks Fly,2,And the sparks fly,48,2010,sparks fly,0.11099,0.176656,0.181694,0.151007,0.111047
1228,Taylor Swift,Speak Now,Back To December,3,I'm so glad you made time to see me,1,2010,time,0.044652,0.672188,0.031879000000000005,0.038025,0.024299
1229,Taylor Swift,Speak Now,Back To December,3,"How's life, tell me, how's your family",2,2010,life,0.226571,0.639941,0.023038,0.032958,0.06841599999999999
1230,Taylor Swift,Speak Now,Back To December,3,I haven't seen them in a while,3,2010,,0.164527,0.146992,0.13883,0.07257100000000001,0.090183
1231,Taylor Swift,Speak Now,Back To December,3,"You've been good, busier than ever",4,2010,,0.147062,0.767788,0.049142,0.005502,0.034871
1232,Taylor Swift,Speak Now,Back To December,3,"We small talk, work and the weather",5,2010,small talk,0.36866,0.163655,0.240857,0.021016,0.164701
1233,Taylor Swift,Speak Now,Back To December,3,Your guard is up and I know why,6,2010,guard,0.557094,0.059402,0.254709,0.051715,0.226106
1234,Taylor Swift,Speak Now,Back To December,3,'Cause the last time you saw me,7,2010,last time,0.428378,0.038579,0.260207,0.147895,0.15892699999999998
1235,Taylor Swift,Speak Now,Back To December,3,Is still burned in the back of your mind,8,2010,back of your mind,0.558365,0.06630499999999999,0.30753600000000003,0.072851,0.290204
1236,Taylor Swift,Speak Now,Back To December,3,You gave me roses and I left them there to die,9,2010,roses,0.804473,0.019982,0.207139,0.093467,0.138016
1237,Taylor Swift,Speak Now,Back To December,3,So this is me swallowing my pride,10,2010,pride,0.232509,0.334883,0.1854,0.194492,0.145626
1238,Taylor Swift,Speak Now,Back To December,3,"Standing in front of you, saying I'm sorry for that night",11,2010,front,0.792373,0.028152,0.14132,0.201833,0.04551
1239,Taylor Swift,Speak Now,Back To December,3,And I'd go back to December all the time,12,2010,December,0.4784640000000001,0.418215,0.07678,0.003749,0.062327
1240,Taylor Swift,Speak Now,Back To December,3,It turns out freedom ain't nothing but missing you,13,2010,freedom,0.442119,0.216928,0.140874,0.050549,0.247692
1241,Taylor Swift,Speak Now,Back To December,3,Wishing I'd realized what I had when you were mine,14,2010,,0.761217,0.126816,0.152396,0.04324,0.053866
1242,Taylor Swift,Speak Now,Back To December,3,"I'd go back to December, turn around and make it alright",15,2010,December,0.34036900000000003,0.384646,0.188095,0.01411,0.133372
1243,Taylor Swift,Speak Now,Back To December,3,I go back to December all the time,16,2010,December,0.513971,0.380843,0.088805,0.003716,0.060989
1244,Taylor Swift,Speak Now,Back To December,3,These days I haven't been sleeping,17,2010,days,0.291489,0.618661,0.064373,0.014677,0.033368
1245,Taylor Swift,Speak Now,Back To December,3,Staying up playing back myself leaving,18,2010,,0.639111,0.116491,0.119768,0.11522,0.196623
1246,Taylor Swift,Speak Now,Back To December,3,When your birthday passed and I didn't call,19,2010,birthday,0.07939600000000001,0.792452,0.011081,0.009968,0.006781000000000001
1247,Taylor Swift,Speak Now,Back To December,3,"And I think about summer, all the beautiful times",20,2010,beautiful times,0.109717,0.837626,0.036942,0.005157,0.010696
1248,Taylor Swift,Speak Now,Back To December,3,I watched you laughing from the passenger side and,21,2010,passenger side,0.127165,0.69281,0.0782,0.126943,0.0074480000000000015
1249,Taylor Swift,Speak Now,Back To December,3,Realized I loved you in the fall,22,2010,fall,0.313716,0.661068,0.023034,0.00435,0.005945000000000001
1250,Taylor Swift,Speak Now,Back To December,3,And then the cold came,23,2010,cold came,0.252779,0.036934,0.154548,0.050141000000000005,0.110472
1251,Taylor Swift,Speak Now,Back To December,3,The dark days when fear crept into my mind,24,2010,dark days,0.064715,0.019979,0.956014,0.035955,0.028027
1252,Taylor Swift,Speak Now,Back To December,3,You gave me all your love and all I gave you was goodbye,25,2010,love,0.6059180000000001,0.310854,0.025772000000000003,0.013463,0.033998
1253,Taylor Swift,Speak Now,Back To December,3,So this is me swallowing my pride,26,2010,pride,0.232509,0.334883,0.1854,0.194492,0.145626
1254,Taylor Swift,Speak Now,Back To December,3,"Standing in front of you, saying I'm sorry for that night",27,2010,front,0.792373,0.028152,0.14132,0.201833,0.04551
1255,Taylor Swift,Speak Now,Back To December,3,And I'd go back to December all the time,28,2010,December,0.4784640000000001,0.418215,0.07678,0.003749,0.062327
1256,Taylor Swift,Speak Now,Back To December,3,It turns out freedom ain't nothing but missing you,29,2010,freedom,0.442119,0.216928,0.140874,0.050549,0.247692
1257,Taylor Swift,Speak Now,Back To December,3,Wishing I'd realized what I had when you were mine,30,2010,,0.761217,0.126816,0.152396,0.04324,0.053866
1258,Taylor Swift,Speak Now,Back To December,3,"I'd go back to December, turn around and change my own mind",31,2010,December,0.363813,0.212294,0.266525,0.011151,0.139754
1259,Taylor Swift,Speak Now,Back To December,3,I go back to December all the time,32,2010,December,0.513971,0.380843,0.088805,0.003716,0.060989
1260,Taylor Swift,Speak Now,Back To December,3,"I miss your tan skin, your sweet smile, so good to me, so right",33,2010,tan skin,0.035202,0.923833,0.026153,0.001598,0.007519
1261,Taylor Swift,Speak Now,Back To December,3,And how you held me in your arms that September night,34,2010,September night,0.153102,0.139772,0.220448,0.050107,0.07002699999999999
1262,Taylor Swift,Speak Now,Back To December,3,The first time you ever saw me cry,35,2010,first time,0.776504,0.112465,0.08582000000000001,0.10429,0.027044
1263,Taylor Swift,Speak Now,Back To December,3,Maybe this is wishful thinking,36,2010,wishful thinking,0.395863,0.298562,0.277934,0.040634,0.051991
1264,Taylor Swift,Speak Now,Back To December,3,Probably mindless dreaming,37,2010,mindless dreaming,0.276704,0.396648,0.205434,0.029966000000000007,0.078309
1265,Taylor Swift,Speak Now,Back To December,3,But if we loved again I swear I'd love you right,38,2010,,0.009077,0.948967,0.004220000000000001,0.011677,0.029653
1266,Taylor Swift,Speak Now,Back To December,3,"I'd go back in time and change it, but I can't",39,2010,time,0.429213,0.228306,0.077796,0.024205,0.060865
1267,Taylor Swift,Speak Now,Back To December,3,"So if the chain is on your door, I understand",40,2010,chain,0.13306400000000002,0.13708800000000002,0.188122,0.096975,0.219434
1268,Taylor Swift,Speak Now,Back To December,3,But this is me swallowing my pride,41,2010,pride,0.232509,0.334883,0.1854,0.194492,0.145626
1269,Taylor Swift,Speak Now,Back To December,3,Standing in front of you saying I'm sorry for that night,42,2010,front,0.792373,0.028152,0.14132,0.201833,0.04551
1270,Taylor Swift,Speak Now,Back To December,3,And I'd go back to December...,43,2010,December,0.4742520000000001,0.39039,0.092571,0.004259000000000001,0.06567
1271,Taylor Swift,Speak Now,Back To December,3,It turns out freedom ain't nothing but missing you,44,2010,freedom,0.442119,0.216928,0.140874,0.050549,0.247692
1272,Taylor Swift,Speak Now,Back To December,3,Wishing I'd realized what I had when you were mine,45,2010,,0.761217,0.126816,0.152396,0.04324,0.053866
1273,Taylor Swift,Speak Now,Back To December,3,"I'd go back to December, turn around and make it alright",46,2010,December,0.34036900000000003,0.384646,0.188095,0.01411,0.133372
1274,Taylor Swift,Speak Now,Back To December,3,"I'd go back to December, turn around and change my own mind",47,2010,December,0.363813,0.212294,0.266525,0.011151,0.139754
1275,Taylor Swift,Speak Now,Back To December,3,I go back to December all the time,48,2010,December,0.513971,0.380843,0.088805,0.003716,0.060989
1276,Taylor Swift,Speak Now,Back To December,3,All the time,49,2010,time,0,0,0,0,0
1277,Taylor Swift,Speak Now,Speak Now,4,I am not the kind of girl,1,2010,kind of girl,0.122094,0.458093,0.025308,0.442108,0.045715
1278,Taylor Swift,Speak Now,Speak Now,4,Who should be rudely barging in,2,2010,,0.176022,0.175375,0.091248,0.074744,0.088473
1279,Taylor Swift,Speak Now,Speak Now,4,On a white veil occasion,3,2010,white veil occasion,0.15501700000000002,0.17549,0.071715,0.139496,0.105419
1280,Taylor Swift,Speak Now,Speak Now,4,But you are not the kind of boy,4,2010,kind of boy,0.184227,0.397609,0.018121,0.187644,0.128922
1281,Taylor Swift,Speak Now,Speak Now,4,Who should be marrying the wrong girl,5,2010,wrong girl,0.386427,0.075454,0.073179,0.5651149999999999,0.202989
1282,Taylor Swift,Speak Now,Speak Now,4,I sneak in and see your friends,6,2010,friends,0.155427,0.512039,0.05703,0.093854,0.08491599999999999
1283,Taylor Swift,Speak Now,Speak Now,4,And her snotty little family,7,2010,snotty little family,0.337856,0.346446,0.113897,0.067161,0.07848
1284,Taylor Swift,Speak Now,Speak Now,4,All dressed in pastel,8,2010,pastel,0.039661,0.621047,0.06651599999999999,0.070463,0.14160599999999998
1285,Taylor Swift,Speak Now,Speak Now,4,And she is yelling at a bridesmaid,9,2010,bridesmaid,0.273326,0.191134,0.106441,0.058569,0.4185350000000001
1286,Taylor Swift,Speak Now,Speak Now,4,Somewhere back inside a room,10,2010,room,0.394328,0.08118600000000001,0.140853,0.07760800000000001,0.228633
1287,Taylor Swift,Speak Now,Speak Now,4,Wearing a gown shaped like a pastry,11,2010,gown,0.080724,0.350833,0.111518,0.121544,0.11163499999999996
1288,Taylor Swift,Speak Now,Speak Now,4,This is surely not,12,2010,,0.148831,0.179551,0.091248,0.074744,0.088473
1289,Taylor Swift,Speak Now,Speak Now,4,What you thought it would be,13,2010,,0.206528,0.089018,0.247904,0.162999,0.222628
1290,Taylor Swift,Speak Now,Speak Now,4,I lose myself in a daydream,14,2010,daydream,0.737152,0.014537,0.184371,0.10938699999999996,0.159269
1291,Taylor Swift,Speak Now,Speak Now,4,Where I stand and say,15,2010,,0.317897,0.175022,0.109956,0.429793,0.185998
1292,Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",16,2010,,0.502962,0.043787,0.234562,0.202656,0.157468
1293,Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,17,2010,,0,0,0,0,0
1294,Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,18,2010,back door,0.176702,0.283348,0.302517,0.126635,0.180483
1295,Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,19,2010,single vow,0.31245900000000004,0.258375,0.120413,0.110729,0.049102
1296,Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,20,2010,,0.189046,0.06235900000000001,0.17535,0.092078,0.092664
1297,Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",21,2010,,0.263068,0.16624,0.075875,0.185479,0.218679
1298,Taylor Swift,Speak Now,Speak Now,4,Fond gestures are exchanged,22,2010,Fond gestures,0.13223800000000002,0.374807,0.085138,0.157136,0.053828
1299,Taylor Swift,Speak Now,Speak Now,4,And the organ starts to play,23,2010,organ,0.165035,0.355457,0.138898,0.06719299999999999,0.103206
1300,Taylor Swift,Speak Now,Speak Now,4,A song that sounds like a death march,24,2010,death march,0.670813,0.200558,0.11894,0.059175,0.053454
1301,Taylor Swift,Speak Now,Speak Now,4,And I am hiding in the curtains,25,2010,curtains,0.403998,0.084143,0.295773,0.11081,0.256781
1302,Taylor Swift,Speak Now,Speak Now,4,It seems that I was uninvited,26,2010,,0.782149,0.057671000000000014,0.11908,0.072759,0.076928
1303,Taylor Swift,Speak Now,Speak Now,4,By your lovely bride-to-be,27,2010,lovely bride,0.013695,0.936745,0.033484,0.008574,0.003645
1304,Taylor Swift,Speak Now,Speak Now,4,She floats down the aisle,28,2010,aisle,0.209107,0.155156,0.12331,0.193261,0.16176500000000002
1305,Taylor Swift,Speak Now,Speak Now,4,Like a pageant queen,29,2010,pageant queen,0.100778,0.741301,0.08907000000000001,0.034119,0.032279
1306,Taylor Swift,Speak Now,Speak Now,4,But I know you wish it was me,30,2010,,0.690044,0.0815,0.228631,0.053192,0.048951
1307,Taylor Swift,Speak Now,Speak Now,4,You wish it was me (Don't you),31,2010,,0.677938,0.116014,0.235367,0.043146,0.027948
1308,Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",32,2010,,0.502962,0.043787,0.234562,0.202656,0.157468
1309,Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,33,2010,,0,0,0,0,0
1310,Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,34,2010,back door,0.176702,0.283348,0.302517,0.126635,0.180483
1311,Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,35,2010,single vow,0.31245900000000004,0.258375,0.120413,0.110729,0.049102
1312,Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,36,2010,,0.189046,0.06235900000000001,0.17535,0.092078,0.092664
1313,Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",37,2010,,0.263068,0.16624,0.075875,0.185479,0.218679
1314,Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",38,2010,,0.502962,0.043787,0.234562,0.202656,0.157468
1315,Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,39,2010,,0,0,0,0,0
1316,Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,40,2010,back door,0.176702,0.283348,0.302517,0.126635,0.180483
1317,Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,41,2010,single vow,0.31245900000000004,0.258375,0.120413,0.110729,0.049102
1318,Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,42,2010,,0.189046,0.06235900000000001,0.17535,0.092078,0.092664
1319,Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",43,2010,,0.263068,0.16624,0.075875,0.185479,0.218679
1320,Taylor Swift,Speak Now,Speak Now,4,"Ooh, la-da-da-da, oh",44,2010,la-da-da,0.104535,0.43721,0.156801,0.028842000000000007,0.068566
1321,Taylor Swift,Speak Now,Speak Now,4,"Ooh, ooh",45,2010,Ooh,0.06176,0.531755,0.118175,0.036660000000000005,0.077548
1322,Taylor Swift,Speak Now,Speak Now,4,(Say a single vow),46,2010,single vow,0.318266,0.230635,0.114176,0.083985,0.030446
1323,Taylor Swift,Speak Now,Speak Now,4,I hear the preacher say,47,2010,preacher,0.29141100000000003,0.096806,0.149617,0.137899,0.124332
1324,Taylor Swift,Speak Now,Speak Now,4,"""Speak now or forever hold your peace""",48,2010,peace,0.132157,0.770985,0.022677000000000003,0.0079,0.060038
1325,Taylor Swift,Speak Now,Speak Now,4,"There's the silence, there's my last chance",49,2010,silence,0.630375,0.045314,0.348743,0.104864,0.065477
1326,Taylor Swift,Speak Now,Speak Now,4,"I stand up with shaking hands, all eyes on me",50,2010,hands,0.059521,0.120097,0.716306,0.289639,0.05618
1327,Taylor Swift,Speak Now,Speak Now,4,Horrified looks from everyone in the room,51,2010,Horrified looks,0.053851,0.258065,0.495667,0.170209,0.220399
1328,Taylor Swift,Speak Now,Speak Now,4,But I'm only looking at you,52,2010,,0,0,0,0,0
1329,Taylor Swift,Speak Now,Speak Now,4,I am not the kind of girl,53,2010,kind of girl,0.122094,0.458093,0.025308,0.442108,0.045715
1330,Taylor Swift,Speak Now,Speak Now,4,Who should be rudely barging in,54,2010,,0.176022,0.175375,0.091248,0.074744,0.088473
1331,Taylor Swift,Speak Now,Speak Now,4,On a white veil occasion,55,2010,white veil occasion,0.15501700000000002,0.17549,0.071715,0.139496,0.105419
1332,Taylor Swift,Speak Now,Speak Now,4,But you are not the kind of boy,56,2010,kind of boy,0.184227,0.397609,0.018121,0.187644,0.128922
1333,Taylor Swift,Speak Now,Speak Now,4,Who should be marrying the wrong girl,57,2010,wrong girl,0.386427,0.075454,0.073179,0.5651149999999999,0.202989
1334,Taylor Swift,Speak Now,Speak Now,4,(Hehe!),58,2010,Hehe,0,0,0,0,0
1335,Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",59,2010,,0.502962,0.043787,0.234562,0.202656,0.157468
1336,Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,60,2010,,0,0,0,0,0
1337,Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,61,2010,back door,0.176702,0.283348,0.302517,0.126635,0.180483
1338,Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,62,2010,single vow,0.31245900000000004,0.258375,0.120413,0.110729,0.049102
1339,Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,63,2010,,0.189046,0.06235900000000001,0.17535,0.092078,0.092664
1340,Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",64,2010,,0.263068,0.16624,0.075875,0.185479,0.218679
1341,Taylor Swift,Speak Now,Speak Now,4,And you say,65,2010,,0,0,0,0,0
1342,Taylor Swift,Speak Now,Speak Now,4,"""Let's run away now",66,2010,,0.385387,0.075791,0.180364,0.231299,0.175227
1343,Taylor Swift,Speak Now,Speak Now,4,I'll meet you when,67,2010,,0,0,0,0,0
1344,Taylor Swift,Speak Now,Speak Now,4,"I'm out of my tux at the back door""",68,2010,back door,0.180765,0.160975,0.229582,0.085272,0.265013
1345,Taylor Swift,Speak Now,Speak Now,4,"Baby, I didn't say my vows",69,2010,Baby,0.114969,0.544292,0.105649,0.15816,0.059463
1346,Taylor Swift,Speak Now,Speak Now,4,So glad you were around when they said,70,2010,,0.027963,0.810546,0.032339,0.021134,0.028447000000000007
1347,Taylor Swift,Speak Now,Speak Now,4,"""Speak now""",71,2010,,0,0,0,0,0
1348,Taylor Swift,Speak Now,Dear John,5,Long were the nights when,1,2010,nights,0.191692,0.28391,0.142,0.050104,0.048332
1349,Taylor Swift,Speak Now,Dear John,5,My days once revolved around you,2,2010,days,0.095491,0.586562,0.085478,0.020701,0.191672
1350,Taylor Swift,Speak Now,Dear John,5,Counting my footsteps,3,2010,footsteps,0.119084,0.335938,0.125325,0.08322,0.177516
1351,Taylor Swift,Speak Now,Dear John,5,Praying the floor won't fall through... again,4,2010,floor,0.414999,0.027719,0.585854,0.15682100000000002,0.034494
1352,Taylor Swift,Speak Now,Dear John,5,My mother accused me of losing my mind,5,2010,mother,0.230764,0.013094,0.050024,0.257907,0.7493270000000001
1353,Taylor Swift,Speak Now,Dear John,5,But I swore I was fine,6,2010,,0.138267,0.370966,0.06814400000000001,0.23079,0.28008
1354,Taylor Swift,Speak Now,Dear John,5,You paint me a blue sky,7,2010,blue sky,0.164078,0.489404,0.027612,0.053552,0.051379
1355,Taylor Swift,Speak Now,Dear John,5,Then go back and turn it to rain,8,2010,,0.6929770000000001,0.061193,0.254495,0.008313,0.09459
1356,Taylor Swift,Speak Now,Dear John,5,And I lived in your chess game,9,2010,chess game,0.206397,0.337941,0.06758600000000001,0.135357,0.077552
1357,Taylor Swift,Speak Now,Dear John,5,But you changed the rules everyday,10,2010,rules everyday,0.137855,0.525432,0.017763,0.08820599999999999,0.014971
1358,Taylor Swift,Speak Now,Dear John,5,"Wonderin' which version of you I might get on the phone, tonight",11,2010,version,0.282428,0.12955,0.316075,0.027342,0.03528
1359,Taylor Swift,Speak Now,Dear John,5,Well I stopped pickin' up and this song is to let you know why,12,2010,song,0.13172,0.446237,0.059032000000000015,0.059687,0.036369
1360,Taylor Swift,Speak Now,Dear John,5,"Dear John, I see it all now that you're gone",13,2010,Dear John,0.25445500000000004,0.159648,0.163166,0.062912,0.138935
1361,Taylor Swift,Speak Now,Dear John,5,Don't you think I was too young to be messed with,14,2010,,0.603139,0.021831,0.206604,0.111993,0.369653
1362,Taylor Swift,Speak Now,Dear John,5,The girl in the dress cried the whole way home,15,2010,girl,0.7350369999999999,0.142656,0.048858,0.10786099999999996,0.107181
1363,Taylor Swift,Speak Now,Dear John,5,I shoulda' known,16,2010,shoulda,0.19393,0.115589,0.100932,0.065131,0.091093
1364,Taylor Swift,Speak Now,Dear John,5,Well maybe it's me,17,2010,,0.172728,0.266284,0.13205999999999998,0.040489,0.063836
1365,Taylor Swift,Speak Now,Dear John,5,And my blind optimism to blame,18,2010,blind optimism,0.482256,0.168948,0.093863,0.174341,0.344916
1366,Taylor Swift,Speak Now,Dear John,5,Or maybe it's you and your sick need,19,2010,sick need,0.388753,0.000997,0.510011,0.211485,0.184346
1367,Taylor Swift,Speak Now,Dear John,5,To give love and take it away,20,2010,love,0.296731,0.548179,0.038418,0.033334,0.068372
1368,Taylor Swift,Speak Now,Dear John,5,And you'll add my name to your long list of traitors,21,2010,long list of traitors,0.235343,0.039479,0.06451799999999999,0.154405,0.216416
1369,Taylor Swift,Speak Now,Dear John,5,Who don't understand,22,2010,,0.148831,0.179551,0.091248,0.074744,0.088473
1370,Taylor Swift,Speak Now,Dear John,5,And I look back in regret how I ignored when they said,23,2010,regret,0.8528969999999999,0.009704,0.054577,0.147044,0.17336600000000002
1371,Taylor Swift,Speak Now,Dear John,5,"""Run as fast as you can""",24,2010,Run,0.222917,0.184527,0.242499,0.037848,0.054224
1372,Taylor Swift,Speak Now,Dear John,5,"Dear John, I see it all now that you're gone",25,2010,Dear John,0.25445500000000004,0.159648,0.163166,0.062912,0.138935
1373,Taylor Swift,Speak Now,Dear John,5,Don't you think I was too young to be messed with,26,2010,,0.603139,0.021831,0.206604,0.111993,0.369653
1374,Taylor Swift,Speak Now,Dear John,5,The girl in the dress cried the whole way home,27,2010,girl,0.7350369999999999,0.142656,0.048858,0.10786099999999996,0.107181
1375,Taylor Swift,Speak Now,Dear John,5,"Dear John, I see it all now it was wrong",28,2010,Dear John,0.6101489999999999,0.031162,0.166496,0.225171,0.190732
1376,Taylor Swift,Speak Now,Dear John,5,Don't you think nineteen's too young,29,2010,,0.297194,0.298113,0.130038,0.042106,0.107549
1377,Taylor Swift,Speak Now,Dear John,5,"To be played by your dark, twisted games",30,2010,games,0.362231,0.107991,0.409443,0.205017,0.081071
1378,Taylor Swift,Speak Now,Dear John,5,When I loved you so?,31,2010,,0,0.8804350000000001,0,0,0
1379,Taylor Swift,Speak Now,Dear John,5,I shoulda' known,32,2010,shoulda,0.19393,0.115589,0.100932,0.065131,0.091093
1380,Taylor Swift,Speak Now,Dear John,5,You are an expert at sorry,33,2010,,0.240025,0.031701,0.370487,0.06548999999999999,0.037614
1381,Taylor Swift,Speak Now,Dear John,5,And keeping the lines blurry,34,2010,lines,0.327869,0.096522,0.093041,0.13433399999999998,0.184785
1382,Taylor Swift,Speak Now,Dear John,5,Never impressed by me acing your tests,35,2010,tests,0.108424,0.158942,0.165986,0.07211000000000001,0.061502
1383,Taylor Swift,Speak Now,Dear John,5,All the girls that you've run dry have tired lifeless eyes,36,2010,girls,0.453959,0.07629,0.112083,0.149117,0.132388
1384,Taylor Swift,Speak Now,Dear John,5,'Cause you burned them out,37,2010,,0.556683,0.010501,0.362587,0.08602699999999999,0.316572
